"ANSWER","CATEGORY","CORRECTS","DIFFICULTY","ID","NEGS","RATING","SCORE","SIZE"
"""howl""","15","0","2","498","0","395.0","40.0","1"
"treasure island","15","0","2","499","0","395.0","40.0","1"
"the big bang theory","16","0","2","500","0","390.0","60.0","2"
"queen","16","0","2","501","0","395.0","40.0","1"
"8","16","0","2","502","0","395.0","40.0","1"
"glee","16","0","2","503","0","395.0","40.0","1"
"avatar","16","0","2","504","0","395.0","40.0","1"
"charizard","16","0","2","505","0","395.0","40.0","1"
"portal","16","0","2","506","0","395.0","40.0","1"
"the beatles","16","0","2","507","0","395.0","40.0","1"
"kansas city","16","0","2","508","0","395.0","40.0","1"
"cats","16","0","2","509","0","395.0","40.0","1"
"batman","16","0","2","510","0","395.0","40.0","1"
"canada","16","0","2","511","0","395.0","40.0","1"
"cookie monster","16","0","2","512","0","395.0","40.0","1"
"psycho","16","0","2","513","0","395.0","40.0","1"
"wicked","16","0","2","514","0","395.0","40.0","1"
"r.e.m.","16","0","2","515","0","395.0","40.0","1"
"nirvana","16","0","2","516","0","395.0","40.0","1"
"calvin","16","0","2","517","0","395.0","40.0","1"
"oregon","16","0","2","518","0","395.0","40.0","1"
"david bowie","16","0","2","519","0","395.0","40.0","1"
"obsidian","16","0","2","520","0","395.0","40.0","1"
"fight club","16","0","2","521","0","395.0","40.0","1"
"guardians of the galaxy","16","0","2","522","0","395.0","40.0","1"
"stanley kubrick","16","0","2","523","0","395.0","40.0","1"
"cleveland, ohio","16","0","2","524","0","395.0","40.0","1"
"spider-man","16","0","2","525","0","395.0","40.0","1"
"boy meets world","16","0","2","526","0","395.0","40.0","1"
"washington redskins","16","0","2","527","0","395.0","40.0","1"
"entropy","17","0","2","528","0","375.0","120.0","5"
"black holes","17","0","2","529","0","380.0","100.0","4"
"lysosomes","17","0","2","530","0","380.0","100.0","4"
"leonhard euler","17","0","2","531","0","380.0","100.0","4"
"electronegativity","17","0","2","532","0","385.0","80.0","3"
"hydrogen","17","0","2","533","0","385.0","80.0","3"
"prime numbers","17","0","2","534","0","385.0","80.0","3"
"echinodermata","17","0","2","535","0","385.0","80.0","3"
"noble gases","17","0","2","536","0","385.0","80.0","3"
"johannes kepler","17","0","2","537","0","385.0","80.0","3"
"torque","17","0","2","538","0","385.0","80.0","3"
"friction","17","0","2","539","0","385.0","80.0","3"
"potential energy","17","0","2","540","0","385.0","80.0","3"
"solubility","17","0","2","541","0","385.0","80.0","3"
"temperature","17","0","2","542","0","385.0","80.0","3"
"glaciers","17","0","2","543","0","385.0","80.0","3"
"factorial","17","0","2","544","0","385.0","80.0","3"
"jupiter","17","0","2","545","0","385.0","80.0","3"
"carbon dioxide","17","0","2","546","0","385.0","80.0","3"
"pi","17","0","2","547","0","385.0","80.0","3"
"water","17","0","2","548","0","390.0","60.0","2"
"diffusion","17","0","2","549","0","390.0","60.0","2"
"sir isaac newton","17","0","2","550","0","390.0","60.0","2"
"electrons","17","0","2","551","0","390.0","60.0","2"
"iron","17","0","2","552","0","390.0","60.0","2"
"nucleus","17","0","2","553","0","390.0","60.0","2"
"acids","17","0","2","554","0","390.0","60.0","2"
"mantle","17","0","2","555","0","390.0","60.0","2"
"refraction","17","0","2","556","0","390.0","60.0","2"
"titration","17","0","2","557","0","390.0","60.0","2"
"special relativity","17","0","2","558","0","390.0","60.0","2"
"distillation","17","0","2","559","0","390.0","60.0","2"
"neptune","17","0","2","560","0","390.0","60.0","2"
"enzymes","17","0","2","561","0","390.0","60.0","2"
"sulfur","17","0","2","562","0","390.0","60.0","2"
"benzene","17","0","2","563","0","390.0","60.0","2"
"hiv","17","0","2","564","0","390.0","60.0","2"
"moment of inertia","17","0","2","565","0","390.0","60.0","2"
"pendulums","17","0","2","566","0","390.0","60.0","2"
"nitrogen","17","0","2","567","0","390.0","60.0","2"
"louis pasteur","17","0","2","568","0","390.0","60.0","2"
"venus","17","0","2","569","0","390.0","60.0","2"
"heart","17","0","2","570","0","390.0","60.0","2"
"chromatography","17","0","2","571","0","390.0","60.0","2"
"linear momentum","17","0","2","572","0","390.0","60.0","2"
"resonance","17","0","2","573","0","390.0","60.0","2"
"carbon","17","0","2","574","0","390.0","60.0","2"
"gravity","17","0","2","575","0","390.0","60.0","2"
"complex numbers","17","0","2","576","0","390.0","60.0","2"
"meiosis","17","0","2","577","0","390.0","60.0","2"
"proton","17","0","2","578","0","390.0","60.0","2"
"sine","17","0","2","579","0","390.0","60.0","2"
"volcanoes","17","0","2","580","0","390.0","60.0","2"
"quartz","17","0","2","581","0","390.0","60.0","2"
"sorting algorithms","17","0","2","582","0","390.0","60.0","2"
"gibbs free energy","17","0","2","583","0","390.0","60.0","2"
"doppler effect","17","0","2","584","0","390.0","60.0","2"
"insulin","17","0","2","585","0","390.0","60.0","2"
"avogadro's number","17","0","2","586","0","390.0","60.0","2"
"porifera","17","0","2","587","0","390.0","60.0","2"
"polymers","17","0","2","588","0","390.0","60.0","2"
"fibonacci sequence","17","0","2","589","0","390.0","60.0","2"
"one","17","0","2","590","0","390.0","60.0","2"
"power","17","0","2","591","0","390.0","60.0","2"
"isaac newton","17","0","2","592","0","390.0","60.0","2"
"halogens","17","0","2","593","0","390.0","60.0","2"
"michael faraday","17","0","2","594","0","390.0","60.0","2"
"albert einstein","17","0","2","595","0","390.0","60.0","2"
"mercury","17","0","2","596","0","390.0","60.0","2"
"red blood cells","17","0","2","597","0","390.0","60.0","2"
"alcohols","17","0","2","598","0","390.0","60.0","2"
"cholesterol","17","0","2","599","0","390.0","60.0","2"
"endoplasmic reticulum","17","0","2","600","0","390.0","60.0","2"
"kinetic energy","17","0","2","601","0","390.0","60.0","2"
"roots","17","0","2","602","0","390.0","60.0","2"
"hail","17","0","2","603","0","390.0","60.0","2"
"carl friedrich gauss","17","0","2","604","0","390.0","60.0","2"
"galaxy","17","0","2","605","0","390.0","60.0","2"
"kidney","17","0","2","606","0","390.0","60.0","2"
"ozone","17","0","2","607","0","390.0","60.0","2"
"lead","17","0","2","608","0","390.0","60.0","2"
"hydrochloric acid","17","0","2","609","0","390.0","60.0","2"
"bosons","17","0","2","610","0","390.0","60.0","2"
"tectonic plates","17","0","2","611","0","390.0","60.0","2"
"nematoda","17","0","2","612","0","390.0","60.0","2"
"niels bohr","17","0","2","613","0","390.0","60.0","2"
"saturn","17","0","2","614","0","390.0","60.0","2"
"colligative properties","17","0","2","615","0","395.0","40.0","1"
"cell membrane","17","0","2","616","0","395.0","40.0","1"
"deserts","17","0","2","617","0","395.0","40.0","1"
"down's syndrome","17","0","2","618","0","395.0","40.0","1"
"andromeda galaxy","17","0","2","619","0","395.0","40.0","1"
"hall effect","17","0","2","620","0","395.0","40.0","1"
"atp","17","0","2","621","0","395.0","40.0","1"
"pendulum","17","0","2","622","0","395.0","40.0","1"
"glycolysis","17","0","2","623","0","395.0","40.0","1"
"liver","17","0","2","624","0","395.0","40.0","1"
"mitochondria","17","0","2","625","0","395.0","40.0","1"
"pythagorean theorem","17","0","2","626","0","395.0","40.0","1"
"fibonacci numbers","17","0","2","627","0","395.0","40.0","1"
"mesozoic era","17","0","2","628","0","395.0","40.0","1"
"photosynthesis","17","0","2","629","0","395.0","40.0","1"
"bases","17","0","2","630","0","395.0","40.0","1"
"index of refraction","17","0","2","631","0","395.0","40.0","1"
"x chromosome","17","0","2","632","0","395.0","40.0","1"
"electrical resistance","17","0","2","633","0","395.0","40.0","1"
"buffer solutions","17","0","2","634","0","395.0","40.0","1"
"plasmas","17","0","2","635","0","395.0","40.0","1"
"jurassic period","17","0","2","636","0","395.0","40.0","1"
"oxygen","17","0","2","637","0","395.0","40.0","1"
"vectors","17","0","2","638","0","395.0","40.0","1"
"sodium","17","0","2","639","0","395.0","40.0","1"
"thyroid","17","0","2","640","0","395.0","40.0","1"
"quarks","17","0","2","641","0","395.0","40.0","1"
"vitamin c","17","0","2","642","0","395.0","40.0","1"
"second law of thermodynamics","17","0","2","643","0","395.0","40.0","1"
"blaise pascal","17","0","2","644","0","395.0","40.0","1"
"matrix","17","0","2","645","0","395.0","40.0","1"
"clouds","17","0","2","646","0","395.0","40.0","1"
"viruses","17","0","2","647","0","395.0","40.0","1"
"stomach","17","0","2","648","0","395.0","40.0","1"
"potassium","17","0","2","649","0","395.0","40.0","1"
"electric current","17","0","2","650","0","395.0","40.0","1"
"buoyancy","17","0","2","651","0","395.0","40.0","1"
"supernovae","17","0","2","652","0","395.0","40.0","1"
"normal force","17","0","2","653","0","395.0","40.0","1"
"speed of sound","17","0","2","654","0","395.0","40.0","1"
"edgeworth-kuiper belt","17","0","2","655","0","395.0","40.0","1"
"amino acids","17","0","2","656","0","395.0","40.0","1"
"triangles","17","0","2","657","0","395.0","40.0","1"
"neurons","17","0","2","658","0","395.0","40.0","1"
"angular momentum","17","0","2","659","0","395.0","40.0","1"
"alan turing","17","0","2","660","0","395.0","40.0","1"
"oxidation","17","0","2","661","0","395.0","40.0","1"
"ferromagnetism","17","0","2","662","0","395.0","40.0","1"
"activation energy","17","0","2","663","0","395.0","40.0","1"
"sunspots","17","0","2","664","0","395.0","40.0","1"
"crystals","17","0","2","665","0","395.0","40.0","1"
"vapor pressure","17","0","2","666","0","395.0","40.0","1"
"joseph-louis lagrange","17","0","2","667","0","395.0","40.0","1"
"lyme disease","17","0","2","668","0","395.0","40.0","1"
"neutrinos","17","0","2","669","0","395.0","40.0","1"
"matrix multiplication","17","0","2","670","0","395.0","40.0","1"
"e","17","0","2","671","0","395.0","40.0","1"
"lasers","17","0","2","672","0","395.0","40.0","1"
"stern-gerlach experiment","17","0","2","673","0","395.0","40.0","1"
"blue","17","0","2","674","0","395.0","40.0","1"
"volume","17","0","2","675","0","395.0","40.0","1"
"enrico fermi","17","0","2","676","0","395.0","40.0","1"
"acetic acid","17","0","2","677","0","395.0","40.0","1"
"max planck","17","0","2","678","0","395.0","40.0","1"
"boron","17","0","2","679","0","395.0","40.0","1"
"density","17","0","2","680","0","395.0","40.0","1"
"scattering","17","0","2","681","0","395.0","40.0","1"
"brownian motion","17","0","2","682","0","395.0","40.0","1"
"parabola","17","0","2","683","0","395.0","40.0","1"
"tornadoes","17","0","2","684","0","395.0","40.0","1"
"phloem","17","0","2","685","0","395.0","40.0","1"
"zero","17","0","2","686","0","395.0","40.0","1"
"michelson-morley experiment","17","0","2","687","0","395.0","40.0","1"
"alexander hamilton","18","0","2","688","0","375.0","120.0","5"
"charlemagne","18","0","2","689","0","375.0","120.0","5"
"portugal","18","0","2","690","0","380.0","100.0","4"
"battle of gettysburg","18","0","2","691","0","380.0","100.0","4"
"martin luther","18","0","2","692","0","380.0","100.0","4"
"henry clay","18","0","2","693","0","385.0","80.0","3"
"war of 1812","18","0","2","694","0","385.0","80.0","3"
"gaius julius caesar","18","0","2","695","0","385.0","80.0","3"
"treaty of versailles","18","0","2","696","0","385.0","80.0","3"
"berlin","18","0","2","697","0","385.0","80.0","3"
"thirty years' war","18","0","2","698","0","385.0","80.0","3"
"alexander the great","18","0","2","699","0","385.0","80.0","3"
"otto von bismarck","18","0","2","700","0","385.0","80.0","3"
"poland","18","0","2","701","0","390.0","60.0","2"
"mali empire","18","0","2","702","0","390.0","60.0","2"
"italy","18","0","2","703","0","390.0","60.0","2"
"republic of the philippines","18","0","2","704","0","390.0","60.0","2"
"abraham lincoln","18","0","2","705","0","390.0","60.0","2"
"marcus tullius cicero","18","0","2","706","0","390.0","60.0","2"
"athens","18","0","2","707","0","390.0","60.0","2"
"andrew jackson","18","0","2","708","0","390.0","60.0","2"
"leon trotsky","18","0","2","709","0","390.0","60.0","2"
"oliver cromwell","18","0","2","710","0","390.0","60.0","2"
"d-day","18","0","2","711","0","390.0","60.0","2"
"james monroe","18","0","2","712","0","390.0","60.0","2"
"joseph stalin","18","0","2","713","0","390.0","60.0","2"
"islamic republic of pakistan","18","0","2","714","0","390.0","60.0","2"
"boston massacre","18","0","2","715","0","390.0","60.0","2"
"slave revolts","18","0","2","716","0","390.0","60.0","2"
"william jennings bryan","18","0","2","717","0","390.0","60.0","2"
"vietnam war","18","0","2","718","0","390.0","60.0","2"
"genghis khan","18","0","2","719","0","390.0","60.0","2"
"babylon","18","0","2","720","0","390.0","60.0","2"
"zulu","18","0","2","721","0","390.0","60.0","2"
"new york city","18","0","2","722","0","390.0","60.0","2"
"ottoman empire","18","0","2","723","0","390.0","60.0","2"
"justinian i","18","0","2","724","0","390.0","60.0","2"
"crimean war","18","0","2","725","0","390.0","60.0","2"
"arab republic of egypt","18","0","2","726","0","390.0","60.0","2"
"saint joan of arc","18","0","2","727","0","390.0","60.0","2"
"english channel","18","0","2","728","0","390.0","60.0","2"
"queen elizabeth i","18","0","2","729","0","390.0","60.0","2"
"william the conqueror","18","0","2","730","0","390.0","60.0","2"
"incan empire","18","0","2","731","0","390.0","60.0","2"
"augustus caesar","18","0","2","732","0","390.0","60.0","2"
"dr. martin luther king, jr.","18","0","2","733","0","390.0","60.0","2"
"indonesia","18","0","2","734","0","395.0","40.0","1"
"pericles","18","0","2","735","0","395.0","40.0","1"
"mao zedong","18","0","2","736","0","395.0","40.0","1"
"vietnam","18","0","2","737","0","395.0","40.0","1"
"knights of labor","18","0","2","738","0","395.0","40.0","1"
"california gold rush","18","0","2","739","0","395.0","40.0","1"
"syria","18","0","2","740","0","395.0","40.0","1"
"new deal","18","0","2","741","0","395.0","40.0","1"
"georgia","18","0","2","742","0","395.0","40.0","1"
"charles de gaulle","18","0","2","743","0","395.0","40.0","1"
"kingdom of sweden","18","0","2","744","0","395.0","40.0","1"
"afghanistan","18","0","2","745","0","395.0","40.0","1"
"james ii of england","18","0","2","746","0","395.0","40.0","1"
"the art of war","18","0","2","747","0","395.0","40.0","1"
"labor unions","18","0","2","748","0","395.0","40.0","1"
"benjamin franklin","18","0","2","749","0","395.0","40.0","1"
"carthage","18","0","2","750","0","395.0","40.0","1"
"illinois","18","0","2","751","0","395.0","40.0","1"
"george washington","18","0","2","752","0","395.0","40.0","1"
"vikings","18","0","2","753","0","395.0","40.0","1"
"egypt","18","0","2","754","0","395.0","40.0","1"
"iran-iraq war","18","0","2","755","0","395.0","40.0","1"
"romania","18","0","2","756","0","395.0","40.0","1"
"alabama","18","0","2","757","0","395.0","40.0","1"
"japan","18","0","2","758","0","395.0","40.0","1"
"giuseppe garibaldi","18","0","2","759","0","395.0","40.0","1"
"ted kennedy","18","0","2","760","0","395.0","40.0","1"
"philadelphia","18","0","2","761","0","395.0","40.0","1"
"federative republic of brazil","18","0","2","762","0","395.0","40.0","1"
"antarctica","18","0","2","763","0","395.0","40.0","1"
"burma","18","0","2","764","0","395.0","40.0","1"
"battle of shiloh","18","0","2","765","0","395.0","40.0","1"
"gerald rudolph ford","18","0","2","766","0","395.0","40.0","1"
"thomas woodrow wilson","18","0","2","767","0","395.0","40.0","1"
"attack on pearl harbor","18","0","2","768","0","395.0","40.0","1"
"republic of india","18","0","2","769","0","395.0","40.0","1"
"battle of antietam","18","0","2","770","0","395.0","40.0","1"
"mayor of chicago","18","0","2","771","0","395.0","40.0","1"
"ku klux klan","18","0","2","772","0","395.0","40.0","1"
"richard milhous nixon","18","0","2","773","0","395.0","40.0","1"
"central intelligence agency","18","0","2","774","0","395.0","40.0","1"
"battle of new orleans","18","0","2","775","0","395.0","40.0","1"
"benito mussolini","18","0","2","776","0","395.0","40.0","1"
"war","18","0","2","777","0","395.0","40.0","1"
"john adams","18","0","2","778","0","395.0","40.0","1"
"adolf hitler","18","0","2","779","0","395.0","40.0","1"
"new york","18","0","2","780","0","395.0","40.0","1"
"ronald wilson reagan","18","0","2","781","0","395.0","40.0","1"
"federalist papers","18","0","2","782","0","395.0","40.0","1"
"oregon trail","18","0","2","783","0","395.0","40.0","1"
"galileo galilei","18","0","2","784","0","395.0","40.0","1"
"thomas jefferson","18","0","2","785","0","395.0","40.0","1"
"constantinople","18","0","2","786","0","395.0","40.0","1"
"french and indian war","18","0","2","787","0","395.0","40.0","1"
