"CATEGORY","CLUE","COUNT","DIFFICULTY"
"25","this thinker analyzes de gobineau and other pioneers of ""race-thinking"" as precursors to imperialismin the middle section of a book that examines the commonalities between germany and the soviet union inthe 1930s.","1","7"
"19","he rejected his first protege over failure to enforce the law of the ban against the amalekites, and he rejected that man a third time after the witch of endor conjured up this man's spirit.","1","5"
"18","this man was served by men such as his tutor alcuin and his biographer einhard.","1","2"
"19","willingly removing one's self from worldly matters stems from this religion's non-action principle, or wu wei.","1","7"
"20","hydrogen sulfide produced by bacteria in a body of water in this state causes an effect known locally as lake stink.","1","6"
"22","this man claimed that knowledge was acquired through assimilation, accommodation, and equilibration in theorizing his ""genetic epistemology.""","1","3"
"15","boo radley rescues the narrator from mr.","1","2"
"15","those poems are the flea and a valediction: forbidding mourning.","1","4"
"17","oxygen binds an atom of this element in complex iv of theetc.","1","5"
"20","just off the north-central coast of this island nation is the sabana-camaguey archipelago.","1","6"
"19","this religion's ""ford-builders,"" twenty-four holy figures also called tirthankaras,inspire monks who carry brooms to sweep their paths and revere mahavira.","1","5"
"26","for 10 points, name this state where violence erupted at august 2017 white nationalist protests in charlottesville.","1","6"
"19","the primary text of this religion includes the liturgical yasna and a section on protecting against daevas, the vendidad.","1","6"
"25","he rebuked theologians who engaged in bitter debates over abstruse issues in his the reasonableness of christianity and advocated an end to persecution of catholics in his letter concerning toleration.","1","3"
"19","for ten points, identify this indian religion whose eternal eleventh guru became the adi granth after gobind singh died, and was founded by guru nanak.","1","3"
"15","this author of  ""my kinsman, major molineaux"" wrote a story which ends with giorgiana dying with the disappearance of the title imperfection.","1","6"
"17","the claisen rearrangement operates on allyl vinyl examples of this functionality, a special type of which is created using a sulfur ylide in the corey-chaykovsky reaction.","1","4"
"19","suzuki who described kensho as ""looking into one's nature or the opening of satori.""","1","6"
"20","ftp, name this large asian desert located in china and mongolia.","1","6"
"25","he praised the independence of sparta over the corruption of athens in one work, while another advocates ""negative education,"" where children discover things for themselves.","1","6"
"18","this nation, along with brazil and uruguay, defeated paraguay in the war of the triple alliance.","1","6"
"20","a secret recipe from the jeronimos monastery is used to make egg tarts in this citys district of belm.","1","6"
"17","kinetic theory relates the coefficient describing this to the boltzmann constant times temperature times the mobility in the  einsteinsmoluchowski relation.","1","7"
"18","this country is home to the mothers of the plaza de mayo human rights organization.","1","6"
"14","he slew the dragon python and established the oracle of delphi at the place where it died.","1","1"
"14","this god also takes on the name of gangraad when he challenges vafthrudner, and his eventual victory comes when he asks what he whispered to baldur on baldur's funeral pyre.","1","3"
"17","four porphyrin nitrogen atomscoordinate this element in a protein in which it can exist in either +2 or +3 oxidation states.","1","5"
"16","this man's song ""ballad of a thin man"" appears on his album highway 61 revisited, and at a music festival in newport, fellow folk singer pete seeger allegedly tried to cut the power cable to his instrument.","1","6"
"25","gdel's incompleteness theorem proved futile this man's attempts to create a complete logical basis for all of mathematics in a collaboration with alfred north whitehead, the principia mathematica.","1","6"
"19","the  mother church of this sect is undergoing renovations in boston, but its reading room is open.","1","5"
"17","this property is the only one responsible for the direction of time's arrow.","1","3"
"20","the calcasieu river is one of several waterways in this state's only national forest, kisatchie, which lies in large part in its natchitoches region.","1","7"
"26","unrest there was triggered by the arrest and torture ofstudents in dara'a, which was not quelled by offers of political reform by its president.","1","1"
"14","kyllene, and along with zeus he rewarded philemon and bauchis for their hospitality.","1","9"
"18","this country underwent the ""national reorganization process"" under president jorge videla, better known as the dirty war.","1","6"
"17","a formula for calculating one component of this quantity is named for zhuravskii.","1","8"
